dataset_id,tag_name
541,pdf
542,bin
542,html
542,iso
543,csv
543,shp
543,geojson
543,api
543,html
544,csv
544,rdf
544,json
544,xml
545,csv
545,rdf
545,json
545,xml
546,csv
546,rdf
546,json
546,xml
547,pdf
547,html
548,xml
548,html
548,arcgis geoservices rest api
548,pdf
548,zip
548,csv
548,geojson
548,kml
549,application/vnd.lotus-organizer
549,wfs
549,wms
550,html
550,json
550,csv
550,zip
550,application/vnd.geo+json
550,kml
550,text
550,xls
550,application/geopackage+sqlite3
551,html
551,xls
551,pdf
552,html
553,html
554,zip
554,xml
554,esri rest
555,html
556,pdf
556,csv
556,zip
556,text
556,jpeg
558,xls
559,csv
559,rdf
559,json
559,xml
561,api
563,html web page
565,zip
566,zip
566,pdf
566,xls
567,csv
567,rdf
567,json
567,xml
568,xls
568,csv
569,csv
569,rdf
569,json
569,xml
570,text
571,csv
571,rdf
571,json
571,xml
572,csv
572,rdf
572,json
572,xml
573,xls
574,csv
574,rdf
574,json
574,xml
575,csv
575,rdf
575,json
575,xml
576,wms
576,wfs
576,qgis
576,zip
576,gml
576,kml
576,json
576,csv
576,xls
576,xml
576,html
577,csv
578,zip
578,xml
578,pdf
579,html
579,arcgis geoservices rest api
580,csv
580,pdf
580,xls
580,zip
581,zip
583,xml
583,html
583,arcgis geoservices rest api
583,csv
583,geojson
583,zip
583,kml
584,html
585,html
586,zip
586,pdf
586,html
587,html
587,csv
588,csv
588,rdf
588,json
588,xml
589,html
590,csv
590,rdf
590,json
590,xml
591,csv
591,zip
593,html
594,xml
595,zip
596,api
597,csv
597,rdf
597,json
597,xml
600,csv
600,rdf
600,json
600,xml
601,text
601,bin
601,text/x-web-markdown
603,html
604,csv
608,zip
609,csv
610,html
610,pdf
610,zip
610,gz
612,api
612,xls
613,xls
614,csv
614,rdf
614,json
614,xml
615,zip
615,xml
615,esri rest
616,api
616,xml
617,html
618,html
621,html
621,arcgis geoservices rest api
621,csv
621,zip
621,geojson
621,kml
622,csv
623,html
623,csv
623,shp
624,html
624,csv
626,html
628,csv
628,rdf
628,json
628,xml
629,csv
629,rdf
629,json
629,xml
630,png
630,html
630,bin
630,pdf
630,iso
632,api
633,html
633,api
633,pdf
634,csv
634,rdf
634,json
634,xml
635,csv
635,rdf
635,json
635,xml
636,tiff
636,shp
636,api
636,jpeg
636,html
636,ecw
637,csv
637,text
637,xml
638,html
638,pdf
639,html
639,application/vnd.api+json
640,text/xls
641,html
641,arcgis geoservices rest api
642,html
643,wms
643,wfs
643,qgis
643,zip
643,gml
643,kml
643,json
643,csv
643,xls
643,xml
643,html
645,html
646,xls
647,zip
647,pdf
648,html
649,xml
650,html
650,csv
651,csv
651,rdf
651,json
651,xml
652,xml
653,pdf
653,jpeg
653,xls
653,csv
653,html
654,zip
654,csv
654,xls
655,html
656,html
657,zip
657,xml
657,esri rest
658,csv
658,rdf
658,json
658,xml
659,zip
659,xml
659,esri rest
660,xls
661,zip
662,html
663,csv
663,rdf
663,json
663,xml
664,xls
665,pdf
666,zip
666,xml
666,esri rest
667,html
667,xls
669,html
670,zip
670,xml
670,esri rest
671,text
672,html
673,csv
673,rdf
673,json
673,xml
674,html
676,csv
677,xls
679,xls
679,html
679,zip
679,csv
679,xslx
680,csv
680,html
680,application/vnd.google-apps.document
680,pdf
680,zip
681,zip
682,html
682,wms
683,api
685,zip
686,csv
686,rdf
